Strata,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,BETA,SEBeta,RR,Low95%CI,Upper95%CI,,,,,,,,,,,,,
All: LAG 12,6.54E-06,0.001424462,1.000009808,0.995830606,1.004207,0.000154785,0.000255926,1.001363036,0.996952549,1.005793,-0.000146485,0.000157203,0.997220655,0.991399741,1.003076,-0.001016566,0.001255276,0.998780865,0.995836404,1.001734,,1.00000981,0.995830608,1.004206551,1.001363036,0.996952549,1.005793035,0.997220655,0.991399741,1.003075745,0.998780865,0.995836404,1.001734032
Female,0.000704242,0.001780199,1.001056921,0.995831291,1.00631,0.000430136,0.000318009,1.00379237,0.998301621,1.009313,-0.000254922,0.000197322,0.995168193,0.987882229,1.002508,0.001406189,0.001565789,1.001688851,0.99800668,1.005385,,1.001056921,0.995831291,1.006309973,1.00379237,0.998301621,1.009313318,0.995168193,0.987882229,1.002507893,1.001688851,0.99800668,1.005384608
Male,-0.000584172,0.001581591,0.999124126,0.994489105,1.003781,-7.95E-05,0.000285478,0.999300796,0.994392408,1.004233,-5.95E-05,0.000173934,0.998869869,0.992420796,1.005361,-0.003032999,0.001395032,0.996367017,0.993103179,0.999642,,0.999124126,0.994489105,1.003780749,0.999300645,0.994392258,1.00423326,0.998870139,0.992421064,1.005361122,0.996367017,0.993103179,0.999641581
Warm All,-0.00274258,0.001709353,0.99589458,0.990902269,1.000912,-0.000521488,0.000376504,0.995421419,0.988978155,1.001907,-0.000228372,0.000164255,0.995670332,0.989598549,1.001779,-0.005846199,0.001892714,0.993009112,0.988598394,0.99744,,0.99589458,0.990902269,1.000912043,0.995421419,0.988978155,1.001906662,0.995670332,0.989598549,1.001779369,0.993009112,0.988598394,0.997439508
Warm Female,-0.004475416,0.002055932,0.993309359,0.987323469,0.999332,-0.000783542,0.000453202,0.993128548,0.985395695,1.000922,-0.000404459,0.000197428,0.992344731,0.985075551,0.999668,-0.006418494,0.002286421,0.992327393,0.987005315,0.997678,,0.993309359,0.987323469,0.99933154,0.993128548,0.985395695,1.000922083,0.992344731,0.985075551,0.999667553,0.992327393,0.987005315,0.997678169
Warm Male,-0.001370321,0.001989044,0.99794663,0.992127878,1.0038,-0.000315347,0.000437857,0.997228793,0.989725931,1.004789,-8.81E-05,0.000191209,0.998327675,0.991244209,1.005462,-0.00539977,0.002197739,0.993541224,0.988418779,0.99869,,0.99794663,0.992127878,1.003799508,0.997228793,0.989725931,1.004788532,0.9983275,0.991244036,1.005461584,0.993541224,0.988418779,0.998690217
Cold All,0.003298367,0.002420845,1.00495981,0.997832618,1.012138,0.000559107,0.000355905,1.004932265,0.998782234,1.01112,-7.19E-05,0.000365619,0.998634466,0.985129555,1.012325,0.001992557,0.001702108,1.002393929,0.998389009,1.006415,,1.00495981,0.997832618,1.012137908,1.004932265,0.998782234,1.011120166,0.998634833,0.985129917,1.012324885,1.002393929,0.998389009,1.006414914
Cold Female,0.006749308,0.003090581,1.010175383,1.001038192,1.019396,0.001078536,0.000453266,1.0095363,1.001674585,1.01746,1.74E-05,0.000469693,1.00033124,0.982986215,1.017982,0.005927922,0.002176714,1.007138867,1.001995864,1.012308,,1.010175383,1.001038192,1.019395975,1.0095363,1.001674585,1.017459718,1.000330655,0.98298564,1.017981726,1.007138867,1.001995864,1.012308269
Cold Male,0.000294599,0.002598064,1.000441996,0.992829422,1.008113,0.000104314,0.000382797,1.000918385,0.994331607,1.007549,-0.000151808,0.000390443,0.997119804,0.982726479,1.011724,-0.001370196,0.001821915,0.998357116,0.994088165,1.002644,,1.000441996,0.992829422,1.00811294,1.000918385,0.994331607,1.007548795,0.997119804,0.982726479,1.011723938,0.998357116,0.994088165,1.002644399
Age 0-10 All,0.001485045,0.002845098,1.00223005,0.993881772,1.010648,-0.000206946,0.000519201,0.998180532,0.989281553,1.00716,5.21E-04,0.000310714,1.009942209,0.998323527,1.021696,-0.002404418,0.002554858,0.997118857,0.99114511,1.003129,,1.00223005,0.993881772,1.010648451,0.998180532,0.989281553,1.007159562,1.009948157,0.998329408,1.021702128,0.997118857,0.99114511,1.003128608
Age 0-10 Female,-0.000691119,0.003941396,0.998963859,0.987454971,1.010607,-0.000959313,0.000718315,0.991593579,0.979384024,1.003955,0.000711127,0.000431162,1.013603105,0.997458176,1.030009,-0.003926348,0.003528983,0.995299465,0.987072502,1.003595,,0.998963859,0.987454971,1.010606884,0.991593579,0.979384024,1.003955345,1.013603105,0.997458176,1.030009356,0.995299465,0.987072502,1.003594997
Age 0-10 Male,0.003060806,0.00347989,1.004601765,0.994376205,1.014932,0.000340123,0.000635572,1.002997566,0.992062407,1.014053,0.000383704,0.000379708,1.007317015,0.993173458,1.021662,-0.00129767,0.003131439,0.998444008,0.991117338,1.005825,,1.004601765,0.994376205,1.014932477,1.002997566,0.992062407,1.01405326,1.007317015,0.993173458,1.021661989,0.998444008,0.991117338,1.005824839
Age 11-60 All,0.000278366,0.00153047,1.000417636,0.995926287,1.004929,0.0002719,0.000274666,1.002395585,0.997658028,1.007156,-0.000195303,0.000169035,0.996296119,0.990044269,1.002587,-0.001126024,0.001343174,0.998649684,0.995499782,1.00181,,1.000417636,0.995926287,1.00492924,1.002395585,0.997658028,1.007155639,0.996296119,0.990044269,1.002587448,0.998649684,0.995499782,1.001809552
Age 11-60 Female,0.000874325,0.002044156,1.001312348,0.995312689,1.007348,0.000733787,0.000364181,1.006478219,1.000175947,1.01282,-0.0005123,0.000226961,0.990313519,0.981978635,0.998719,0.002565863,0.001791807,1.003083781,0.99886535,1.00732,,1.001312348,0.995312689,1.007348172,1.006478219,1.000175947,1.012820203,0.990313519,0.981978635,0.998719149,1.003083781,0.99886535,1.007320027
Age 11-60 Male,-0.000167621,0.001717936,0.9997486,0.994711868,1.004811,-6.70E-05,0.000309864,0.99941036,0.994083225,1.004766,2.35E-05,0.00018901,1.000445796,0.99342865,1.007513,-0.003762528,0.001507685,0.995495144,0.991971295,0.999032,,0.9997486,0.994711868,1.004810835,0.999410574,0.994083438,1.004766257,1.0004466,0.993429449,1.007513317,0.995495144,0.991971295,0.999031511
Age 60+All,-0.001953708,0.002371937,0.997073728,0.990144827,1.004051,-5.51E-05,0.000423681,0.999515156,0.992237672,1.006846,-0.000402878,0.000262613,0.99237454,0.982716709,1.002127,0.000265121,0.002097137,1.000318196,0.995396309,1.005264,,0.997073728,0.990144827,1.004051116,0.999515238,0.992237753,1.006846098,0.99237454,0.982716709,1.002127286,1.000318196,0.995396309,1.00526442
Age 60+ Female,0.000812548,0.002823533,1.001219565,0.992942656,1.009565,0.000244446,0.000503079,1.00215344,0.993495266,1.010887,-0.000056833,0.000313159,0.998920756,0.987338966,1.010638,0.000778737,0.002484175,1.000934921,0.995103731,1.0068,,1.001219565,0.992942656,1.009565468,1.00215344,0.993495266,1.010887069,0.998920756,0.987338966,1.010638404,1.000934921,0.995103731,1.006800282
Age 60+ Male,-0.006196233,0.003269535,0.990748709,0.98127083,1.000318,-0.000521712,0.000586373,0.995419457,0.985402761,1.005538,-0.000928401,0.000361145,0.982515048,0.969389624,0.995818,-0.00054745,0.002913936,0.999343276,0.992517616,1.006216,,0.990748709,0.98127083,1.000318134,0.995419457,0.985402761,1.005537974,0.982515048,0.969389624,0.995818189,0.999343276,0.992517616,1.006215876
All: LAG 13,-0.002023188,0.00142774,0.996969818,0.992793753,1.001163,-0.000157921,0.000255558,0.99861126,0.994219204,1.003023,-0.000320074,0.000157862,0.993937048,0.988111052,0.999797,-0.001960399,0.001248179,0.997650286,0.994725762,1.000583,,0.996969818,0.992793753,1.00116345,0.99861126,0.994219204,1.003022719,0.993937048,0.988111052,0.999797395,0.997650286,0.994725762,1.000583408
Female,-0.002166405,0.001782227,0.996755667,0.991546578,1.001992,6.69E-05,0.000317283,1.000588667,0.995127904,1.006079,-0.000573466,0.000197666,0.989163291,0.981908712,0.996471,-0.000771418,0.001557662,0.999074727,0.995421192,1.002742,,0.996755667,0.991546578,1.001992122,1.000588893,0.995128129,1.006079624,0.989163291,0.981908712,0.996471468,0.999074727,0.995421192,1.002741671
Male,-0.001909555,0.001587062,0.997139766,0.992497987,1.001803,-0.000347723,0.000285268,0.996944715,0.992051493,1.001862,-0.000114211,0.000175019,0.997832344,0.991349913,1.004357,-0.002952687,0.00138758,0.996463045,0.993216301,0.99972,,0.997139766,0.992497987,1.001803254,0.996944715,0.992051493,1.001862072,0.997832344,0.991349913,1.004357164,0.996463045,0.993216301,0.999720403
Warm All,-0.003763579,0.00172204,0.994370537,0.989348962,0.999418,-7.78E-04,0.000376291,0.993174256,0.986749163,0.999641,-0.000282669,0.00016617,0.994643685,0.988507665,1.000818,-0.004234693,0.001891299,0.994931258,0.990515299,0.999367,,0.994370537,0.989348962,0.999417599,0.993176983,0.986751872,0.999643931,0.994643685,0.988507665,1.000817794,0.994931258,0.990515299,0.999366904
Warm Female,-0.005748351,0.00206715,0.991414541,0.985407569,0.997458,-0.000880913,0.000452544,0.992277935,0.98456288,1.000053,-0.000577741,0.000199066,0.989082949,0.981777773,0.996442,-0.004710558,0.00228087,0.994363277,0.989043192,0.999712,,0.991414541,0.985407569,0.997458131,0.992277935,0.98456288,1.000053446,0.989082949,0.981777773,0.996442482,0.994363277,0.989043192,0.999711978
Warm Male,-0.002181919,0.002004817,0.996732472,0.990874849,1.002625,-0.000697446,0.000437546,0.993881271,0.986408886,1.00141,-4.61E-05,0.000193618,0.999124804,0.99194669,1.006355,-0.003864571,0.002194607,0.995373251,0.990248655,1.000524,,0.996732472,0.990874849,1.002624722,0.993881271,0.986408886,1.001410262,0.999124483,0.991946371,1.006354539,0.995373251,0.990248655,1.000524368
Cold All,-1.93E-05,0.002411172,0.999971019,0.992907445,1.007085,0.000270837,0.00035464,1.002386208,0.996273496,1.008536,-7.27E-04,0.000360312,0.986273285,0.973127842,0.999596,-3.07E-04,0.001686949,0.99963194,0.995673554,1.003606,,0.99997105,0.992907476,1.007084875,1.002386208,0.996273496,1.008536426,0.986281962,0.973136403,0.999605097,0.999631668,0.995673283,1.003605789
Cold Female,0.001815111,0.003083586,1.002726376,0.993676999,1.011858,0.000622223,0.000452179,1.005490581,0.997679077,1.013363,-0.000888549,0.000463416,0.983259279,0.966436153,1.000375,0.001582655,0.002166521,1.001900991,0.996808632,1.007019,,1.002726376,0.993676999,1.011858166,1.005490581,0.997679077,1.013363246,0.983259279,0.966436153,1.000375251,1.001900991,0.996808632,1.007019364
Cold Male,-0.001609707,0.00258935,0.997588352,0.990022856,1.005212,-3.65E-05,0.00038185,0.999678889,0.99311649,1.006285,-0.000591227,0.000385471,0.988829545,0.974736352,1.003127,-0.001925833,0.001804576,0.997691669,0.993466077,1.001935,,0.997588352,0.990022856,1.005211662,0.999678852,0.993116452,1.006284615,0.988829545,0.974736352,1.003126504,0.997691669,0.993466077,1.001935233
Age 0-10 All,-0.004786141,0.002847515,0.992846497,0.984569385,1.001193,-0.001317682,0.000517347,0.988471368,0.979690276,0.997331,0.000113464,0.000311422,1.002158141,0.990602892,1.013848,-0.001797326,0.00252949,0.997845533,0.991926615,1.0038,,0.992846497,0.984569385,1.001193194,0.988471368,0.979690276,0.997331167,1.002158141,0.990602892,1.013848181,0.997845533,0.991926615,1.00379977
Age 0-10 Female,-0.007537198,0.003954123,0.988757873,0.977329997,1.000319,-0.001517752,0.000717496,0.986732581,0.974596647,0.99902,-0.000319936,0.000433247,0.993939654,0.978031988,1.010106,-0.000950341,0.003508927,0.998860241,0.990650575,1.007138,,0.988757873,0.977329997,1.000319376,0.986732581,0.974596647,0.999019634,0.993939654,0.978031988,1.010106059,0.998860241,0.990650575,1.007137942
Age 0-10 Male,-0.002795219,0.003477295,0.995815949,0.985687338,1.006049,-0.001171442,0.000632594,0.989744263,0.979003882,1.000602,0.000424677,0.00037964,1.008101504,0.993949448,1.022455,-0.002401234,0.003091852,0.997122667,0.989897856,1.0044,,0.995815949,0.985687338,1.006048638,0.989744263,0.979003882,1.000602473,1.008101504,0.993949448,1.02245506,0.997122667,0.989897856,1.004400208
Age 11-60 All,-0.001257621,0.001535163,0.998115347,0.993620624,1.00263,1.00E-05,0.000274436,1.00008838,0.995365675,1.004833,-0.000303975,0.000169946,0.994241121,0.987968648,1.000553,-0.002182711,0.001337247,0.997384174,0.994252124,1.000526,,0.998115347,0.993620624,1.002630401,1.000088004,0.995365301,1.004833114,0.994241121,0.987968648,1.000553417,0.997384174,0.994252124,1.00052609
Age 11-60 Female,-0.001727323,0.002048054,0.997412369,0.991424716,1.003436,2.07E-04,0.000363679,1.001825887,0.995561367,1.00813,-0.000611368,0.000227695,0.988451213,0.980105212,0.996868,-0.00049121,0.001784904,0.999410722,0.995223896,1.003615,,0.997412369,0.991424716,1.003436184,1.00182326,0.995558756,1.008127183,0.988451213,0.980105212,0.996868284,0.999410722,0.995223896,1.003615161
Age 11-60 Male,-0.000934867,0.001724671,0.998598682,0.99354807,1.003675,-0.000135224,0.000309751,0.998810737,0.993488734,1.004161,-8.98E-05,0.000190356,0.998295621,0.991243869,1.005398,-0.003398038,0.001501367,0.995930657,0.992420013,0.999454,,0.998598682,0.99354807,1.003674968,0.998810737,0.993488734,1.004161248,0.998295255,0.991243506,1.00539717,0.995930657,0.992420013,0.999453719
Age 60+All,-0.003091091,0.002377025,0.995374096,0.98844222,1.002355,-6.52E-05,0.000423038,0.999426639,0.992160803,1.006746,-6.63E-04,0.000263485,0.987479252,0.977837308,0.997216,-0.001210248,0.002085716,0.998548756,0.993662267,1.003459,,0.995374096,0.98844222,1.002354585,0.999426405,0.99216057,1.006745448,0.98748201,0.977840039,0.997219055,0.998548756,0.993662267,1.003459276
Age 60+ Female,-0.000944171,0.002828562,0.998584746,0.990314976,1.006924,0.000376537,0.000502184,1.003319021,0.994666132,1.012047,-0.000596639,0.000314074,0.988727871,0.977230961,1.00036,-0.001361827,0.002472792,0.998367142,0.992577485,1.004191,,0.998584746,0.990314976,1.006923574,1.003319021,0.994666132,1.012047185,0.988727871,0.977230961,1.00036004,0.998367142,0.992577485,1.00419057
Age 60+ Male,-0.00634831,0.003279345,0.99052273,0.981018718,1.000119,-0.000742296,0.000585539,0.993489084,0.98350596,1.003574,-0.000763098,0.000362935,0.98560574,0.972374208,0.999017,-0.000970295,0.002894025,0.998836324,0.992060584,1.005658,,0.99052273,0.981018718,1.000118816,0.993489084,0.98350596,1.003573542,0.98560574,0.972374208,0.999017321,0.998836324,0.992060584,1.005658341
All: LAG 14,-0.003946939,0.001427849,0.994097083,0.989932733,0.998279,-0.000453037,0.000255134,0.996021211,0.991647798,1.000414,-0.000483423,0.000158538,0.990857017,0.985024276,0.996724,-0.001070357,0.001247106,0.998716396,0.99579126,1.00165,,0.994097083,0.989932733,0.99827895,0.996021211,0.991647798,1.000413911,0.990857017,0.985024276,0.996724295,0.998716396,0.99579126,1.001650125
Female,-0.003054806,0.001783773,0.995428273,0.990221621,1.000662,-0.000133865,0.00031714,0.998822682,0.993374007,1.004301,-0.000587691,0.000198562,0.988895981,0.981610609,0.996235,0.000437078,0.001556629,1.000524631,0.996868216,1.004194,,0.995428273,0.990221621,1.000662303,0.998822682,0.993374007,1.004301243,0.988895981,0.981610609,0.996235424,1.000524631,0.996868216,1.004194457
Male,-0.0046774,0.001585342,0.993008455,0.988390906,0.997648,-0.000720035,0.000284287,0.993683724,0.988823239,0.998568,-0.000397821,0.000175715,0.992469895,0.985996745,0.998986,-0.002318903,0.001384663,0.997221184,0.99397879,1.000474,,0.993008455,0.988390906,0.997647577,0.993683724,0.988823239,0.9985681,0.992469895,0.985996745,0.998985543,0.997221184,0.99397879,1.000474156
Warm All,-0.004952114,0.001721621,0.99259935,0.987587936,0.997636,-0.001065025,0.000372201,0.990671562,0.984332096,0.997052,-0.000344461,0.000167444,0.993476611,0.987300949,0.999691,-0.00492022,0.001888386,0.994113132,0.989707585,0.998538,,0.99259935,0.987587936,0.997636193,0.990671562,0.984332096,0.997051857,0.993476611,0.987300949,0.999690903,0.994113132,0.989707585,0.998538289
Warm Female,-0.005324987,0.002073531,0.992044335,0.986015049,0.99811,-0.001058272,0.000448974,0.990730436,0.983087945,0.998432,-0.000410572,0.000201227,0.99222948,0.984821806,0.999693,-0.004413811,0.002283174,0.994717429,0.989390088,1.000073,,0.992044335,0.986015049,0.998110488,0.990730436,0.983087945,0.99843234,0.99222948,0.984821806,0.999692873,0.994717429,0.989390088,1.000073455
Warm Male,-0.004647982,0.001999888,0.993052275,0.987230586,0.998908,-0.00106938,0.000431824,0.990633597,0.983282667,0.998039,-0.000290734,0.000194724,0.994491283,0.987305792,1.001729,-0.005314022,0.002186321,0.993643462,0.988547037,0.998766,,0.993052275,0.987230586,0.998908294,0.990633597,0.983282667,0.998039481,0.994491283,0.987305792,1.001729069,0.993643462,0.988547037,0.998766162
Cold All,-0.003485218,0.002410814,0.994785814,0.987759907,1.001862,-6.99E-05,0.000356281,0.999385026,0.993262502,1.005545,-0.001296519,0.00035748,0.975667076,0.962764528,0.988743,0.001435177,0.001685343,1.001723696,0.997760796,1.005702,,0.994785814,0.987759907,1.001861697,0.999385069,0.993262544,1.005545333,0.975667076,0.962764528,0.988742539,1.001723696,0.997760796,1.005702336
Cold Female,-0.000991266,0.003085358,0.998514206,0.989497687,1.007613,0.000404775,0.000454417,1.003568372,0.995733364,1.011465,-0.001489381,0.000459636,0.972098406,0.955600745,0.988881,0.003369199,0.002163691,1.004051223,0.998954584,1.009174,,0.998514206,0.989497687,1.007612885,1.003568372,0.995733364,1.01146503,0.972098406,0.955600745,0.988880885,1.004051223,0.998954584,1.009173864
Cold Male,-0.005632654,0.002585314,0.991586611,0.984078308,0.999152,-0.000482593,0.000383035,0.995762187,0.98920528,1.002363,-0.001132352,0.000382808,0.978715102,0.964861744,0.992767,-2.18E-04,0.001802506,0.999738785,0.995509369,1.003986,,0.991586611,0.984078308,0.999152202,0.995762187,0.98920528,1.002362556,0.978715102,0.964861744,0.992767364,0.999738434,0.995509021,1.003985816
Age 0-10 All,-0.003522678,0.002843314,0.994729919,0.986449289,1.00308,-0.001128522,0.000514724,0.990118156,0.981366831,0.998948,0.000234203,0.000312952,1.004459772,0.992821415,1.016235,-0.002347428,0.00252943,0.99718705,0.991272178,1.003137,,0.994729919,0.986449289,1.00308006,0.990118156,0.981366831,0.99894752,1.004459772,0.992821415,1.016234561,0.99718705,0.991272178,1.003137217
Age 0-10 Female,-0.000190823,0.003942635,0.999713806,0.988192679,1.011369,-0.000966092,0.00071336,0.991534427,0.979409301,1.00381,0.000851114,0.00043451,1.016302627,0.999990014,1.032881,0.001533799,0.00349344,1.001842254,0.993644272,1.010108,,0.999713806,0.988192679,1.011369257,0.991534427,0.979409301,1.003809662,1.016302627,0.999990014,1.032881344,1.001842254,0.993644272,1.010107873
Age 0-10 Male,-0.005939129,0.003476701,0.991130871,0.981051626,1.001314,-0.00124757,0.000629943,0.989081429,0.978392977,0.999887,-0.0002094,0.000382234,0.996029304,0.98195186,1.010309,-0.005193228,0.003101977,0.993787504,0.986563365,1.001065,,0.991130871,0.981051626,1.00131367,0.989081429,0.978392977,0.999886647,0.996029304,0.98195186,1.010308565,0.993787504,0.986563365,1.001064543
Age 11-60 All,-0.003803587,0.001534795,0.994310864,0.989834345,0.998808,-0.00039802,0.000274,0.996503551,0.991805234,1.001224,-0.000502439,0.000170455,0.990499081,0.984231559,0.996807,-0.001189734,0.001333169,0.998573338,0.995447102,1.001709,,0.994310864,0.989834345,0.998807628,0.996503551,0.991805234,1.001224125,0.990499081,0.984231559,0.996806513,0.998573338,0.995447102,1.001709392
